工作名称,工作薪资,工作网站,公司名称,公司网站,公司性质,公司地点,公司标签,公司人数,公司待遇,工作年限,招聘日期
优选好生活集团-研发管培生（java方向）,1-1.5万/月,https://jobs.51job.com/beijing-cyq/125220154.html?s=01&t=0,优选好生活科技（珠海）有限公司,https://jobs.51job.com/all/co4963841.html,北京-朝阳区,民营公司,互联网/电子商务,150-500人,五险一金 带薪年假 交通补助 餐补 通讯补贴 周末双休 试用期全额 公司重点项目,1,2020-09-15 10:04:58
Java Swing 工程师,1-1.5万/月,https://jobs.51job.com/beijing-cyq/110987985.html?s=01&t=0,广州拓尔思大数据有限公司,https://jobs.51job.com/all/co212918.html,北京-朝阳区,上市公司,计算机软件,150-500人,,4,2020-09-15 10:00:47
JAVA开发工程师,1.8-3.5万/月,https://jobs.51job.com/beijing/121135547.html?s=01&t=0,万宝盛华企业管理咨询（上海）有限公司,https://jobs.51job.com/all/co5701886.html,北京,外资（欧美）,中介服务,500-1000人,带薪年假 五险一金 节日福利 交通补贴 绩效奖金 弹性工作,10,2020-09-15 09:58:00
Java开发工程师,1.1-1.6万/月,https://jobs.51job.com/beijing-cyq/125295790.html?s=01&t=0,北京开科唯识技术有限公司,https://jobs.51job.com/all/co2663681.html,北京-朝阳区,合资,计算机软件,1000-5000人,五险一金 餐饮补贴 定期体检 员工旅游,4,2020-09-15 09:56:41
JAVA开发工程师,1.5-2万/月,https://jobs.51job.com/beijing-hdq/123860425.html?s=01&t=0,北京寄云鼎城科技有限公司,https://jobs.51job.com/all/co4060690.html,北京-海淀区,民营公司,计算机软件,50-150人,五险一金 专业培训 绩效奖金 年终奖金 弹性工作 定期体检,5,2020-09-15 09:53:41
Java开发工程师（北京）,1-1.5万/月,https://jobs.51job.com/beijing/120855505.html?s=01&t=0,深圳市蓝凌软件股份有限公司,https://jobs.51job.com/all/co394433.html,北京,上市公司,计算机软件,1000-5000人,年终奖金 定期体检 弹性工作 员工旅游 五险一金 专业培训 通讯补贴,5,2020-09-15 09:50:34
Java开发工程师,1.5-3万/月,https://jobs.51job.com/beijing-hdq/124858801.html?s=01&t=0,楚天龙股份有限公司北京分公司,https://jobs.51job.com/all/co6043345.html,北京-海淀区,民营公司,通信/电信/网络设备,1000-5000人,,6,2020-09-15 09:50:07
Java中级开发工程师,1.5-2.5万/月,https://jobs.51job.com/beijing-cyq/124251099.html?s=01&t=0,北京中科铭天信息技术有限公司,https://jobs.51job.com/all/co3482384.html,北京-朝阳区,民营公司,计算机软件,50-150人,五险一金 定期体检 带薪年假 周末双休 弹性工作 做五休二,6,2020-09-15 09:48:21
Java高级开发工程师,1.5-2.5万/月,https://jobs.51job.com/beijing-cyq/123545014.html?s=01&t=0,北京众鼎鑫源科技有限公司,https://jobs.51job.com/all/co4999002.html,北京-朝阳区,民营公司,计算机软件,少于50人,五险一金 餐饮补贴 通讯补贴 绩效奖金 年终奖金,6,2020-09-15 09:44:38
Java开发工程师,1.2-1.5万/月,https://jobs.51job.com/beijing-hdq/123518976.html?s=01&t=0,北京杰智融软件有限公司,https://jobs.51job.com/all/co5948166.html,北京-海淀区,民营公司,计算机软件,150-500人,,5,2020-09-15 09:44:02
Java开发工程师,0.8-1万/月,https://jobs.51job.com/beijing-cyq/124729242.html?s=01&t=0,北京人和创建信息技术有限公司,https://jobs.51job.com/all/co2035767.html,北京-朝阳区,民营公司,计算机软件,150-500人,,4,2020-09-15 09:41:45
Java高级开发工程师（北京）,1.6-2.2万/月,https://jobs.51job.com/beijing-cyq/124132970.html?s=01&t=0,上海司南卫星导航技术股份有限公司,https://jobs.51job.com/all/co2814398.html,北京-朝阳区,上市公司,电子技术/半导体/集成电路,150-500人,五险一金 免费班车 员工旅游 交通补贴 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检 弹性工作,6,2020-09-15 09:38:36
Java高级开发工程师,1-1.5万/月,https://jobs.51job.com/beijing-hdq/121273470.html?s=01&t=0,北京中软联动科技有限公司,https://jobs.51job.com/all/co2683990.html,北京-海淀区,民营公司,计算机软件,150-500人,,6,2020-09-15 09:38:03
Java初级开发工程师,0.8-1.2万/月,https://jobs.51job.com/beijing-hdq/125102891.html?s=01&t=0,上海智隆信息技术股份有限公司,https://jobs.51job.com/all/co2793885.html,北京-海淀区,民营公司,计算机软件,150-500人,五险一金 交通补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检,3,2020-09-15 09:37:48
Java中高级开发工程师,1-1.6万/月,https://jobs.51job.com/beijing-cyq/123466918.html?s=01&t=0,郑州炬承信息技术有限公司,https://jobs.51job.com/all/co5940589.html,北京-朝阳区,民营公司,计算机软件,50-150人,五险一金 节日福利 生日红包,5,2020-09-15 09:35:47
Java软件工程师,6-8千/月,https://jobs.51job.com/beijing/84884980.html?s=01&t=0,大连凌致软件有限公司,https://jobs.51job.com/all/co3804670.html,北京,民营公司,计算机软件,50-150人,五险一金 补充医疗保险 补充公积金 免费班车 专业培训 出国机会 绩效奖金 弹性工作,3,2020-09-15 09:33:48
Java开发工程师,2-2.5万/月,https://jobs.51job.com/beijing-cyq/108799068.html?s=01&t=0,麦田春雪科贸（北京）有限公司,https://jobs.51job.com/all/co3346767.html,北京-朝阳区,民营公司,互联网/电子商务,50-150人,五险一金 绩效奖金 股票期权,5,2020-09-15 09:33:14
JAVA开发工程师,1-2万/月,https://jobs.51job.com/beijing-xcq/114082505.html?s=01&t=0,杭州致成能源科技有限公司,https://jobs.51job.com/all/co5482409.html,北京-西城区,民营公司,计算机软件,150-500人,周末双休 带薪年假 五险一金 节日福利 专业培训 通讯补贴,5,2020-09-15 09:32:06
java研发工程师（北京）,0.6-1.2万/月,https://jobs.51job.com/beijing/122799808.html?s=01&t=0,北京信普达系统工程有限公司,https://jobs.51job.com/all/co2981446.html,北京,民营公司,计算机软件,50-150人,五险一金 餐饮补贴 绩效奖金 年终奖金 定期体检 工作居住证 人性化管理 领导nice 员工生日会 下午茶,3,2020-09-15 09:26:27
Java高级开发工程师,2-3万/月,https://jobs.51job.com/beijing-xcq/124045717.html?s=01&t=0,北京中电南方科技有限公司,https://jobs.51job.com/all/co5716094.html,北京-西城区,民营公司,电气/电力/水利,少于50人,五险一金 周末双休 带薪年假,6,2020-09-15 09:25:20
Java架构师,2.5-3万/月,https://jobs.51job.com/beijing-hdq/121911710.html?s=01&t=0,广州汇智通信技术有限公司,https://jobs.51job.com/all/co301824.html,北京-海淀区,国企,通信/电信/网络设备,1000-5000人,五险一金 定期体检 补充医疗保险 专业培训 补充公积金 通讯补贴 餐饮补贴 交通补贴 绩效奖金 年终奖金,6,2020-09-15 09:24:39
JAVA服务端开发工程师,2-2.5万/月,https://jobs.51job.com/chongqing-jbq/120081080.html?s=01&t=0,苏州涌睿管理咨询有限公司,https://jobs.51job.com/all/co5414140.html,异地招聘,民营公司,专业服务(咨询、人力资源、财会),少于50人,,5,2020-09-15 09:23:09
Java高级开发工程师,0.9-2万/月,https://jobs.51job.com/beijing-hdq/118513095.html?s=01&t=0,北京明朝万达科技股份有限公司,https://jobs.51job.com/all/co2114935.html,北京-海淀区,民营公司,计算机软件,150-500人,五险一金 定期体检 专业培训 出国机会 绩效奖金 年终奖金 员工旅游 交通补贴 股票期权,4,2020-09-15 09:21:40
Java开发工程师,0.8-1.5万/月,https://jobs.51job.com/beijing-ftq/122130284.html?s=01&t=0,福州金苹果网络信息技术有限公司,https://jobs.51job.com/all/co2462945.html,北京-丰台区,民营公司,计算机软件,50-150人,年终奖金 周末双休 过节费 五险,5,2020-09-15 09:20:57
Java软件开发人员,1-1.5万/月,https://jobs.51job.com/beijing-sjsq/85154056.html?s=01&t=0,中教畅享（北京）科技有限公司,https://jobs.51job.com/all/co2062906.html,北京-石景山区,民营公司,计算机软件,150-500人,年终奖金 定期体检 五险一金 通讯补贴 全勤奖 节日福利 生日福利 超长春节假期 员工旅游,4,2020-09-15 09:20:11
Java后端工程师（云安全-终端安全）(J10186),0.8-1万/月,https://jobs.51job.com/beijing/113838413.html?s=01&t=0,北京天融信科技有限公司,https://jobs.51job.com/all/co110228.html,北京,上市公司,计算机软件,1000-5000人,,,2020-09-15 09:17:04
Java中级开发工程师,1.5-2万/月,https://jobs.51job.com/beijing-xcq/125154522.html?s=01&t=0,金财互联数据服务有限公司,https://jobs.51job.com/all/co4684538.html,北京-西城区,上市公司,计算机软件,1000-5000人,五险一金 免费班车 通讯补贴 绩效奖金 带薪年假 周末双休 上市公司 帅哥美女多 交通补贴 餐饮补贴,5,2020-09-16 15:30:30
Java中级开发工程师,7-9千/月,https://jobs.51job.com/beijing-hdq/123695616.html?s=01&t=0,北京可兰德网络技术有限公司,https://jobs.51job.com/all/co3012271.html,北京-海淀区,民营公司,计算机软件,少于50人,五险一金 员工旅游 弹性工作 定期体检 带薪年假,3,2020-09-15 09:14:02
对日Java软件工程师,0.6-1万/月,https://jobs.51job.com/beijing-ftq/46713751.html?s=01&t=0,北京北方新宇信息技术有限公司,https://jobs.51job.com/all/co114144.html,北京-丰台区,上市公司,计算机软件,1000-5000人,五险一金 年终奖金 绩效奖金 定期体检 出国机会 员工旅游,3,2020-09-15 09:12:36
java助理工程师（接受应届毕业生-北京/成都）,4-8千/月,https://jobs.51job.com/beijing-cyq/123466574.html?s=01&t=0,北京环球医疗救援有限责任公司,https://jobs.51job.com/all/co3640408.html,北京-朝阳区,合资,医疗/护理/卫生,50-150人,五险一金 交通补贴 餐饮补贴 通讯补贴 定期体检 员工旅游 带薪年假 节日福利,1,2020-09-15 09:12:18
Java开发工程师,0.6-1.2万/月,https://jobs.51job.com/beijing-cyq/87687425.html?s=01&t=0,北京华夏家润信息科技有限公司,https://jobs.51job.com/all/co4346145.html,北京-朝阳区,民营公司,互联网/电子商务,50-150人,五险一金 通讯补贴 餐饮补贴 带薪年假,4,2020-09-15 09:08:10
Java开发工程师,1-1.5万/月,https://jobs.51job.com/beijing-cyq/123284368.html?s=01&t=0,杭州赫智电子科技有限公司,https://jobs.51job.com/all/co4226376.html,北京-朝阳区,民营公司,计算机软件,50-150人,五险一金 餐饮补贴 年终奖金 福利年休假 项目奖金 专业培训,1,2020-09-15 09:07:58
Java开发工程师,0.8-1.5万/月,https://jobs.51job.com/beijing/101431896.html?s=01&t=0,日之阳（北京）仪器制造有限公司,https://jobs.51job.com/all/co4919864.html,北京,民营公司,机械/设备/重工,50-150人,,3,2020-09-15 09:05:08
Java开发工程师,1-1.5万/月,https://jobs.51job.com/beijing-cyq/125287925.html?s=01&t=0,上海湛域信息科技有限公司,https://jobs.51job.com/all/co5842520.html,北京-朝阳区,民营公司,专业服务(咨询、人力资源、财会),1000-5000人,,5,2020-09-15 09:00:40
Java研发工程师,0.8-1.5万/月,https://jobs.51job.com/beijing/121895364.html?s=01&t=0,北京亿美软通科技有限公司,https://jobs.51job.com/all/co420422.html,北京,上市公司,通信/电信运营、增值服务,150-500人,五险一金 补充医疗保险 餐饮补贴 定期体检 绩效奖金,4,2020-09-15 09:00:28
Java开发工程师,0.8-1.6万/月,https://jobs.51job.com/beijing/123628746.html?s=01&t=0,北京万户网络技术有限公司,https://jobs.51job.com/all/co1419875.html,北京,上市公司,计算机软件,150-500人,,3,2020-09-15 08:59:44
JAVA全栈工程师,1-1.5万/月,https://jobs.51job.com/beijing-dcq/121007078.html?s=01&t=0,北京国研数通软件技术有限公司,https://jobs.51job.com/all/co306389.html,北京-东城区,国企,计算机软件,50-150人,五险一金 补充医疗保险 年终奖金 定期体检,5,2020-09-15 08:58:10
Java开发工程师,0.8-1万/月,https://jobs.51job.com/beijing-cyq/124922403.html?s=01&t=0,楼下取（北京）科技有限公司,https://jobs.51job.com/all/co5999274.html,北京-朝阳区,民营公司,互联网/电子商务,少于50人,五险一金 专业培训 年终奖金 交通补贴,3,2020-09-15 08:57:42
Java开发工程师,1.5-2万/月,https://jobs.51job.com/beijing-xcq/125204169.html?s=01&t=0,北京裕兴软件有限公司,https://jobs.51job.com/all/co6006570.html,北京-西城区,上市公司,通信/电信/网络设备,150-500人,,5,2020-09-15 08:48:37
Java开发工程师,0.6-1.2万/月,https://jobs.51job.com/beijing/112367380.html?s=01&t=0,北京中百信集团,https://jobs.51job.com/all/co2638649.html,北京,民营公司,计算机软件,150-500人,员工旅游 通讯补贴 年终奖金 定期体检 带薪年假 五险一金 绩效奖金 专业培训,3,2020-09-15 08:48:22
Java项目经理,1.5-2万/月,https://jobs.51job.com/beijing-cyq/68510721.html?s=01&t=0,北京嘉士宝科技有限公司,https://jobs.51job.com/all/co3313375.html,北京-朝阳区,民营公司,新能源,少于50人,五险一金 绩效奖金 股票期权 弹性工作,6,2020-09-15 08:40:37
软件开发中级工程师（JAVA）,1.5-3万/月,https://jobs.51job.com/beijing-hdq/112209355.html?s=01&t=0,福建新大陆软件工程有限公司,https://jobs.51job.com/all/co2001822.html,北京-海淀区,民营公司,通信/电信运营、增值服务,500-1000人,五险一金 交通补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检 免费班车,5,2020-09-15 08:35:31
Java开发工程师,1.2-2.2万/月,https://jobs.51job.com/beijing-hdq/121329935.html?s=01&t=0,江南信安（北京）科技有限公司,https://jobs.51job.com/all/co2318362.html,北京-海淀区,民营公司,计算机服务(系统、数据服务、维修),50-150人,五险一金 餐饮补贴 定期体检 通讯补贴 专业培训 绩效奖金 交通补贴 股票期权 员工旅游,5,2020-09-15 08:28:06
JAVA高级工程师,0.8-1.6万/月,https://jobs.51job.com/beijing-cyq/118716062.html?s=01&t=0,人民网股份有限公司,https://jobs.51job.com/all/co2667203.html,北京-朝阳区,上市公司,互联网/电子商务,1000-5000人,五险一金 补充医疗保险 免费班车 专业培训 定期体检,4,2020-09-15 08:24:49
Java测试工程师,0.8-1万/月,https://jobs.51job.com/beijing-cyq/119580921.html?s=01&t=0,北京康和博远科贸有限公司,https://jobs.51job.com/all/co3487353.html,北京-朝阳区,民营公司,医疗设备/器械,50-150人,五险 做五休二 周末双休 带薪年假 专业培训 包吃 交通补贴 加班补贴 年终奖金,4,2020-09-15 08:19:03
车联网——JAVA开发工程师,20-30万/年,https://jobs.51job.com/baoding/121670823.html?s=01&t=0,长城汽车股份有限公司,https://jobs.51job.com/all/co5845836.html,异地招聘,民营公司,汽车,10000人以上,,5,2020-09-15 07:44:39
Java开发工程师,1-1.5万/月,https://jobs.51job.com/beijing/125411919.html?s=01&t=0,上海丛数智能科技有限公司,https://jobs.51job.com/all/co6077630.html,北京,民营公司,计算机软件,,,5,2020-09-15 04:41:40
Java开发工程师,1-1.5万/月,https://jobs.51job.com/beijing-cyq/125397656.html?s=01&t=0,北京撼动科技有限公司,https://jobs.51job.com/all/co6077273.html,北京-朝阳区,民营公司,计算机软件,150-500人,,5,2020-09-15 04:41:40
Java开发工程师,1-1.5万/月,https://jobs.51job.com/beijing/125396550.html?s=01&t=0,北京天相瑞通软件有限公司,https://jobs.51job.com/all/co3567015.html,北京,民营公司,计算机软件,50-150人,周末双休 带薪年假 五险一金 定期体检 工作居住证,5,2020-09-15 04:41:40
高级java开发工程师,1.8-2.6万/月,https://jobs.51job.com/beijing-hdq/125390412.html?s=01&t=0,福昕鲲鹏（北京）信息科技有限公司,https://jobs.51job.com/all/co5713901.html,北京-海淀区,民营公司,计算机软件,50-150人,五险一金 补充医疗保险 餐饮补贴 通讯补贴 绩效奖金 弹性工作,6,2020-09-15 04:17:00
JAVA开发工程师(北语网院),0.7-1.4万/月,https://jobs.51job.com/beijing/125385472.html?s=01&t=0,北京北语大教育科技有限公司,https://jobs.51job.com/all/co2967912.html,北京,上市公司,教育/培训/院校,50-150人,五险一金 专业培训 北京高校 弹性工作 寒暑假,5,2020-09-15 04:17:00
Java高级开发工程师,1.5-3万/月,https://jobs.51job.com/beijing-cpq/125382369.html?s=01&t=0,盈科视控（北京）科技有限公司,https://jobs.51job.com/all/co3335269.html,北京-昌平区,民营公司,仪器仪表/工业自动化,50-150人,股票期权 年终奖金 绩效奖金,6,2020-09-15 04:17:00
